"","X","CITY","STABBR","INSTNM","MAIN","INSTURL","PREDDEG","CONTROL","UGDS","ADM_RATE","SAT_AVG","ACTCMMID","TUITIONFEE_IN","TUITIONFEE_OUT","C150_4","LONGITUDE","LATITUDE"
"2062",2062,"Philadelphia","PA","Talmudical Yeshiva of Philadelphia",1,"NULL",3,2,120,0.75,1061.44920634921,23.2588331963846,8500,8500,0.5,-75.247987,39.989483
"2063",2063,"Philadelphia","PA","Temple University",1,"www.temple.edu",3,1,27669,0.6173,1125,25,14696,24722,0.6918,-75.158267,39.980943
"2064",2064,"Greenville","PA","Thiel College",1,"www.thiel.edu",3,2,1025,0.6949,970,21,27828,27828,0.3596,-80.382134,41.41308
"2065",2065,"Philadelphia","PA","Thomas Jefferson University",1,"www.jefferson.edu",3,2,705,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-75.158147,39.949062
"2066",2066,"Erie","PA","Fortis Institute-Erie",1,"www.fortis.edu",2,3,652,1,1061.44920634921,23.2588331963846,13010,13010,0.510104098765432,-80.204328,42.0604
"2067",2067,"Erie","PA","Triangle Tech Inc-Erie",1,"www.triangle-tech.edu",2,3,46,1,1061.44920634921,23.2588331963846,16449,16449,0.510104098765432,-80.094975,42.111919
"2068",2068,"Pittsburgh","PA","Triangle Tech Inc-Pittsburgh",1,"www.triangle-tech.edu",2,3,226,1,1061.44920634921,23.2588331963846,16590,16590,0.510104098765432,-80.012666,40.461988
"2069",2069,"Greensburg","PA","Triangle Tech Inc-Greensburg",1,"www.triangle-tech.edu",2,3,186,1,1061.44920634921,23.2588331963846,16500,16500,0.510104098765432,-79.540082,40.303124
"2070",2070,"Falls Creek","PA","Triangle Tech Inc-Dubois",1,"www.triangle-tech.edu",2,3,147,1,1061.44920634921,23.2588331963846,16583,16583,0.510104098765432,-78.794311,41.146473
"2071",2071,"Collegeville","PA","Ursinus College",1,"www.ursinus.edu",3,2,1656,0.8316,1061.44920634921,23.2588331963846,46080,46080,0.8048,-75.455654,40.19405
"2072",2072,"Phoenixville","PA","University of Valley Forge",1,"www.valleyforge.edu",3,2,711,0.9304,941,22,20394,20394,0.4805,-75.54864,40.118341
"2073",2073,"Wayne","PA","Valley Forge Military College",1,"www.vfmac.edu",2,2,322,0.9673,800,17,25466,25466,0.510104098765432,-75.382097,40.053697
"2074",2074,"Villanova","PA","Villanova University",1,"www.villanova.edu",3,2,6895,0.4933,1313,30,45966,45966,0.8937,-75.345457,40.039388
"2075",2075,"Washington","PA","Washington & Jefferson College",1,"www.washjeff.edu",3,2,1323,0.4165,1061.44920634921,23.2588331963846,41282,41282,0.7569,-80.240388,40.171898
"2076",2076,"Waynesburg","PA","Waynesburg University",1,"www.waynesburg.edu",3,2,1501,0.8356,1008,23,21290,21290,0.5851,-80.18727,39.899419
"2077",2077,"West Chester","PA","West Chester University of Pennsylvania",1,"www.wcupa.edu",3,1,13610,0.5348,1079,24,9144,19594,0.6707,-75.594631,39.949084
"2078",2078,"New Wilmington","PA","Westminster College",1,"www.westminster.edu",3,2,1142,0.9366,1055,23,33410,33410,0.7642,-80.331376,41.118456
"2079",2079,"Youngwood","PA","Westmoreland County Community College",1,"https://wccc.edu",2,1,5086,1,1061.44920634921,23.2588331963846,3870,9930,0.510104098765432,-79.564897,40.234321
"2080",2080,"Chester","PA","Widener University-Main Campus",1,"www.widener.edu",3,2,3144,0.6501,1023,22,39830,39830,0.532,-75.356718,39.86158
"2081",2081,"Wilkes-Barre","PA","Wilkes University",1,"www.wilkes.edu",3,2,2316,0.7863,1045,23.2588331963846,31262,31262,0.5564,-75.88833,41.243204
"2082",2082,"Chambersburg","PA","Wilson College",1,"www.wilson.edu",3,2,516,0.3128,976,22,24380,24380,0.4138,-77.658075,39.947461
"2083",2083,"Scranton","PA","Yeshivath Beth Moshe",1,"NULL",3,2,55,1,1061.44920634921,23.2588331963846,8000,8000,0.7826,-75.656643,41.394623
"2084",2084,"York","PA","York College Pennsylvania",1,"www.ycp.edu",3,2,4720,0.4549,1050,23,17630,17630,0.6071,-76.727266,39.946709
"2085",2085,"York","PA","Yorktowne Business Institute",1,"www.ybi.edu",2,3,105,1,1061.44920634921,23.2588331963846,12120,12120,0.510104098765432,-76.734353,39.978059
"2086",2086,"Providence","RI","Brown University",1,"www.brown.edu",3,2,6264,0.0874,1435,32,47434,47434,0.9612,-71.404467,41.827605
"2087",2087,"Smithfield","RI","Bryant University",1,"www.bryant.edu",3,2,3302,0.7508,1061.44920634921,23.2588331963846,38574,38574,0.7757,-71.539147,41.920149
"2088",2088,"Providence","RI","Johnson & Wales University-Providence",1,"www.jwu.edu",3,2,8846,0.8115,1061.44920634921,23.2588331963846,28539,28539,0.5745,-71.413322,41.820558
"2089",2089,"East Greenwich","RI","New England Institute of Technology",1,"www.neit.edu",2,2,2841,1,1061.44920634921,23.2588331963846,22371,22371,0.4815,-71.502892,41.661783
"2090",2090,"Providence","RI","Providence College",1,"www.providence.edu",3,2,3936,0.6306,1061.44920634921,23.2588331963846,44323,44323,0.8632,-71.43792,41.844064
"2091",2091,"Providence","RI","Rhode Island College",1,"www.ric.edu",3,1,7271,0.6545,918,19,7602,18300,0.426,-71.466915,41.84266
"2092",2092,"Warwick","RI","Community College of Rhode Island",1,"www.ccri.edu",2,1,16644,1,1061.44920634921,23.2588331963846,3950,10582,0.510104098765432,-71.481509,41.712817
"2093",2093,"Kingston","RI","University of Rhode Island",1,"www.uri.edu/",3,1,13205,0.7681,1077,24,12506,28072,0.5887,-71.527356,41.484691
"2094",2094,"Providence","RI","Rhode Island School of Design",1,"www.risd.edu",3,2,2014,0.3259,1254,30,44594,44594,0.8716,-71.407692,41.825935
"2095",2095,"Bristol","RI","Roger Williams University",1,"www.rwu.edu",3,2,4600,0.7794,1061.44920634921,23.2588331963846,31750,31750,0.6216,-71.261836,41.647314
"2096",2096,"Newport","RI","Salve Regina University",1,"www.salve.edu",3,2,2081,0.7099,1061.44920634921,23.2588331963846,35690,35690,0.6745,-71.301125,41.471445
"2097",2097,"Haverhill","MA","Northpoint Bible College",1,"www.northpoint.edu",3,2,300,1,1061.44920634921,23.2588331963846,10790,10790,0.5185,-71.079336,42.765366
"2098",2098,"Columbia","SC","Allen University",1,"www.allenuniversity.edu/",3,2,660,1,1061.44920634921,23.2588331963846,13140,13140,0.2822,-81.020045,34.010348
"2099",2099,"Anderson","SC","Anderson University",1,"www.andersonuniversity.edu",3,2,2500,0.7152,1038,23,23750,23750,0.5175,-82.640205,34.515506
"2100",2100,"Charleston","SC","Charleston Southern University",1,"www.csuniv.edu",3,2,2949,0.5866,997,22,22840,22840,0.341,-80.069288,32.981986
"2101",2101,"Columbia","SC","Benedict College",1,"www.benedict.edu",3,2,2444,1,1061.44920634921,23.2588331963846,18288,18288,0.3101,-81.021412,34.011285
"2102",2102,"Greenville","SC","Bob Jones University",1,"www.bju.edu",3,3,2553,0.8101,1052,23,14220,14220,0.7082,-82.36329,34.87402
"2103",2103,"Central","SC","Southern Wesleyan University",1,"www.swu.edu",3,2,1366,0.6314,1061.44920634921,23.2588331963846,22950,22950,0.4859,-82.761586,34.728068
"2104",2104,"Charleston","SC","College of Charleston",1,"www.cofc.edu",3,1,10069,0.7802,1137,25,10981,27971,0.6655,-79.937251,32.783142
"2105",2105,"Cheraw","SC","Northeastern Technical College",1,"www.netc.edu",2,1,1000,1,1061.44920634921,23.2588331963846,3726,6342,0.510104098765432,-79.939245,34.698248
"2106",2106,"Charleston","SC","Citadel Military College of South Carolina",1,"www.citadel.edu",3,1,2688,0.7554,1073,23,11098,30706,0.6888,-79.961399,32.796975
"2107",2107,"Orangeburg","SC","Claflin University",1,"www.claflin.edu",3,2,1779,0.4377,806,17,15010,15010,0.4924,-80.854368,33.497367
"2108",2108,"Clemson","SC","Clemson University",1,"www.clemson.edu",3,1,17083,0.5152,1261,29,13446,31462,0.8231,-82.834463,34.677329
"2109",2109,"Rock Hill","SC","Clinton College",1,"www.clintoncollege.edu",2,2,194,1,1061.44920634921,23.2588331963846,5320,5320,0.6531,-81.043469,34.913721
"2110",2110,"Hartsville","SC","Coker College",1,"www.coker.edu",3,2,1138,0.509,992,21,25536,25536,0.4934,-80.067713,34.37709
"2111",2111,"Columbia","SC","Columbia International University",1,"www.ciu.edu",3,2,552,0.3322,1035,21,19480,19480,0.6786,-81.069502,34.081233
"2112",2112,"Columbia","SC","Columbia College",1,"www.columbiasc.edu/",3,2,1117,0.7905,1033,23,27350,27350,0.4729,-81.001369,34.062923
"2113",2113,"Spartanburg","SC","Converse College",1,"www.converse.edu",3,2,822,0.5348,1045,23,16500,16500,0.6026,-81.918829,34.956232
"2114",2114,"Due West","SC","Erskine College",1,"www.erskine.edu",3,2,587,0.6057,1016,22,31580,31580,0.4847,-82.390797,34.330674
"2115",2115,"Florence","SC","Florence-Darlington Technical College",1,"WWW.FDTC.EDU",2,1,6165,1,1061.44920634921,23.2588331963846,3934,6022,0.510104098765432,-79.81469,34.243882
"2116",2116,"Anderson","SC","Forrest College",1,"www.forrestcollege.edu",2,3,111,1,1061.44920634921,23.2588331963846,9420,9420,0.510104098765432,-82.640728,34.498989
"2117",2117,"Florence","SC","Francis Marion University",1,"www.fmarion.edu",3,1,3249,0.5911,933,19,9738,19004,0.4098,-79.655515,34.192277
"2118",2118,"Greenville","SC","Furman University",1,"www.furman.edu",3,2,2796,0.6871,1061.44920634921,23.2588331963846,44668,44668,0.8408,-82.441473,34.920785
"2119",2119,"Greenville","SC","Greenville Technical College",1,"www.gvltec.edu",2,1,11186,1,1061.44920634921,23.2588331963846,4094,8438,0.510104098765432,-82.371051,34.82156
"2120",2120,"Conway","SC","Horry-Georgetown Technical College",1,"www.hgtc.edu",2,1,6533,1,1061.44920634921,23.2588331963846,3854,6294,0.510104098765432,-79.003611,33.79614
"2121",2121,"Greenwood","SC","Lander University",1,"www.lander.edu",3,1,2670,0.5778,936,20,10418,19738,0.4495,-82.166351,34.201143
"2122",2122,"Gaffney","SC","Limestone College",1,"www.limestone.edu",3,2,3039,0.52,1020,22,23000,23000,0.2838,-81.648033,35.052919
"2123",2123,"Charleston","SC","Medical University of South Carolina",1,"www.musc.edu/",3,1,293,1,1061.44920634921,23.2588331963846,5032.29961089494,17349.8388367161,0.510104098765432,-79.946853,32.786017
"2124",2124,"West Columbia","SC","Midlands Technical College",1,"https://www.midlandstech.edu",2,1,10979,1,1061.44920634921,23.2588331963846,3886,11230,0.510104098765432,-81.115761,33.949325
"2125",2125,"Sumter","SC","Morris College",1,"www.morris.edu",3,2,780,1,1061.44920634921,23.2588331963846,12317,12317,0.3082,-80.346346,33.938707
"2126",2126,"Newberry","SC","Newberry College",1,"www.newberry.edu",3,2,1076,0.5675,945,20,24300,24300,0.4108,-81.601966,34.286201
"2127",2127,"Tigerville","SC","North Greenville University",1,"www.ngu.edu",3,2,2183,0.5946,1152,26,15510,15510,0.504,-82.37026,35.069758
"2128",2128,"Orangeburg","SC","Orangeburg Calhoun Technical College",1,"www.octech.edu",2,1,2343,1,1061.44920634921,23.2588331963846,3925,6637,0.510104098765432,-80.82927,33.54485
"2129",2129,"Greenwood","SC","Piedmont Technical College",1,"www.ptc.edu",2,1,4912,1,1061.44920634921,23.2588331963846,3908,5660,0.510104098765432,-82.120834,34.207372
"2130",2130,"Clinton","SC","Presbyterian College",1,"https://www.presby.edu",3,2,1032,0.5372,1090,24,34828,34828,0.6502,-81.874408,34.465697
"2131",2131,"Aiken","SC","University of South Carolina-Aiken",1,"web.usca.edu",3,1,3023,0.6546,970,21,9602,18926,0.3864,-81.767901,33.572917
"2132",2132,"Bluffton","SC","University of South Carolina-Beaufort",1,"www.uscb.edu",3,1,1790,0.5724,933,20,9404,19424,0.2589,-80.973595,32.303308
"2133",2133,"Columbia","SC","University of South Carolina-Columbia",1,"www.sc.edu/",3,1,24623,0.652,1217,27,11158,29440,0.73,-81.026971,33.998973
"2134",2134,"Allendale","SC","University of South Carolina-Salkehatchie",1,"uscsalkehatchie.sc.edu/",2,1,723,0.5339,802,16,6686,16130,0.510104098765432,-81.298817,33.011434
"2135",2135,"Sumter","SC","University of South Carolina-Sumter",1,"www.uscsumter.edu/",2,1,729,0.5759,917,19,6686,16130,0.510104098765432,-80.374205,33.933501
"2136",2136,"Union","SC","University of South Carolina-Union",1,"uscunion.sc.edu/",2,1,294,0.7116,774,16,6686,16130,0.510104098765432,-81.619238,34.716337
"2137",2137,"Conway","SC","Coastal Carolina University",1,"www.coastal.edu",3,1,9058,0.636,996,21,10320,23660,0.4522,-79.012635,33.794722
"2138",2138,"Orangeburg","SC","South Carolina State University",1,"www.scsu.edu",3,1,2753,0.8454,810,17,10007,19856,0.3824,-80.851185,33.497439
"2139",2139,"Spartanburg","SC","University of South Carolina-Upstate",1,"www.uscupstate.edu",3,1,5056,0.4682,947,20,10518,20868,0.3842,-81.970583,34.996403
"2140",2140,"Spartanburg","SC","Spartanburg Methodist College",1,"www.smcsc.edu/",2,2,790,0.6563,870,18,15930,15930,0.510104098765432,-81.970898,34.954585
"2141",2141,"Spartanburg","SC","Spartanburg Community College",1,"www.sccsc.edu",2,1,4694,1,1061.44920634921,23.2588331963846,3940,7956,0.510104098765432,-81.989975,34.974828
"2142",2142,"Sumter","SC","Central Carolina Technical College",1,"www.cctech.edu",2,1,3400,1,1061.44920634921,23.2588331963846,4345,7405,0.510104098765432,-80.367398,33.9328
"2143",2143,"Pendleton","SC","Tri-County Technical College",1,"www.tctc.edu",2,1,5581,1,1061.44920634921,23.2588331963846,3852,8568,0.510104098765432,-82.792015,34.641914
"2144",2144,"Denmark","SC","Voorhees College",1,"www.voorhees.edu",3,2,468,0.5004,1061.44920634921,23.2588331963846,10780,10780,0.3288,-81.130104,33.307455
"2145",2145,"Kingstree","SC","Williamsburg Technical College",1,"www.wiltech.edu",2,1,664,1,1061.44920634921,23.2588331963846,3756,7260,0.510104098765432,-79.817984,33.657085
"2146",2146,"Rock Hill","SC","Winthrop University",1,"www.winthrop.edu",3,1,4653,0.7118,1053,23,14082,27008,0.5144,-81.028928,34.939066
"2147",2147,"Spartanburg","SC","Wofford College",1,"www.wofford.edu",3,2,1654,0.7739,1194,27,37120,37120,0.7807,-81.934572,34.957914
"2148",2148,"Rock Hill","SC","York Technical College",1,"www.yorktech.edu",2,1,4747,1,1061.44920634921,23.2588331963846,4241,9137,0.510104098765432,-80.994166,34.934546
"2149",2149,"Sioux Falls","SD","Augustana University",1,"www.augie.edu",3,2,1619,0.6129,1162,26,29214,29214,0.6667,-96.738507,43.525939
"2150",2150,"Spearfish","SD","Black Hills State University",1,"www.bhsu.edu",3,1,2910,0.941,951,20,7617,10097,0.3303,-103.870009,44.495536
"2151",2151,"Sioux Falls","SD","Kilian Community College",1,"www.kilian.edu",2,2,191,1,1061.44920634921,23.2588331963846,12204,12204,0.510104098765432,-96.72672,43.548989
"2152",2152,"Madison","SD","Dakota State University",1,"dsu.edu",3,1,1770,0.842,1026,22,7506,9986,0.407,-97.109609,44.0127
"2153",2153,"Mitchell","SD","Dakota Wesleyan University",1,"www.dwu.edu",3,2,765,0.7343,1044,23,23650,23650,0.441,-98.030566,43.695995
"2154",2154,"Watertown","SD","Lake Area Technical Institute",1,"www.lakeareatech.edu",2,1,1615,1,1061.44920634921,23.2588331963846,4930,4930,0.510104098765432,-97.094917,44.901152
"2155",2155,"Mitchell","SD","Mitchell Technical Institute",1,"https://www.mitchelltech.edu",2,1,1111,1,1061.44920634921,23.2588331963846,5072,5072,0.510104098765432,-97.995722,43.687804
"2156",2156,"Yankton","SD","Mount Marty College",1,"www.mtmc.edu",3,2,634,0.7236,990,21,22892,22892,0.5441,-97.409904,42.874475
"2157",2157,"Rapid City","SD","National American University-Rapid City",1,"www.national.edu/locations/campuses/rapid-city/",3,3,1474,1,1061.44920634921,23.2588331963846,13287,13287,0.1481,-103.250111,44.03123
"2158",2158,"Aberdeen","SD","Northern State University",1,"www.northern.edu",3,1,1693,0.8289,1025,22,7563,10042,0.4422,-98.4837,45.452555
"2159",2159,"Kyle","SD","Oglala Lakota College",1,"www.olc.edu",2,1,1315,1,1061.44920634921,23.2588331963846,2588,2588,0.1307,-102.240331,43.366813
"2160",2160,"Aberdeen","SD","Presentation College",1,"www.presentation.edu",3,2,705,0.5695,980,21,17875,17875,0.4133,-98.49077,45.482833
"2161",2161,"Rapid City","SD","South Dakota School of Mines and Technology",1,"www.sdsmt.edu",3,1,2336,0.8802,1181,26,10040,13560,0.5382,-103.205753,44.075439
"2162",2162,"Brookings","SD","South Dakota State University",1,"www.sdstate.edu/",3,1,10003,0.9201,1068,23,7713,10485,0.5687,-96.783415,44.31942
"2163",2163,"Mission","SD","Sinte Gleska University",1,"www.sintegleska.edu",2,2,575,1,1061.44920634921,23.2588331963846,3154,3154,0.22,-100.622549,43.298878
"2164",2164,"Sioux Falls","SD","University of Sioux Falls",1,"www.usiouxfalls.edu/",3,2,1082,0.9724,1028,22,25480,25480,0.5315,-96.738229,43.531574
"2165",2165,"Sisseton","SD","Sisseton Wahpeton College",1,"www.swc.tc",2,1,150,1,1061.44920634921,23.2588331963846,4410,4410,0.510104098765432,-97.060835,45.562731
"2166",2166,"Sioux Falls","SD","Southeast Technical Institute",1,"www.southeasttech.edu",2,1,2218,1,1061.44920634921,23.2588331963846,4728,4728,0.510104098765432,-96.780241,43.570446
"2167",2167,"Vermillion","SD","University of South Dakota",1,"WWW.USD.EDU",3,1,6331,0.8882,1044,23,8022,10794,0.5552,-96.924664,42.784558
"2168",2168,"Rapid City","SD","Western Dakota Technical Institute",1,"https://www.wdt.edu",2,1,809,1,1061.44920634921,23.2588331963846,5960,5960,0.510104098765432,-103.179501,44.076648
"2169",2169,"Nashville","TN","American Baptist College",1,"www.abcnash.edu",3,2,157,1,1061.44920634921,23.2588331963846,9610,9610,0.4,-86.789301,36.201155
"2170",2170,"Nashville","TN","Aquinas College",1,"www.aquinascollege.edu",2,2,406,0.6104,1123,25,20550,20550,0.25,-86.844214,36.132187
"2171",2171,"Clarksville","TN","Austin Peay State University",1,"www.apsu.edu",3,1,9003,0.8927,1010,22,7168,21664,0.365,-87.354081,36.533319
"2172",2172,"Memphis","TN","Baptist Memorial College of Health Sciences",1,"www.bchs.edu",3,2,1169,0.5373,1110,24,10412,10412,0.4314,-90.027501,35.138415
"2173",2173,"Nashville","TN","Belmont University",1,"www.belmont.edu",3,2,5778,0.8272,1176,26,28660,28660,0.6972,-86.794715,36.133866
"2174",2174,"McKenzie","TN","Bethel University",1,"www.bethelu.edu/",3,2,4638,0.5742,930,20,15714,15714,0.3582,-88.516162,36.139271
"2175",2175,"Dayton","TN","Bryan College-Dayton",1,"www.bryan.edu",3,2,1124,0.4842,1065,23,22200,22200,0.5258,-85.016596,35.495721
"2176",2176,"Jefferson City","TN","Carson-Newman University",1,"www.cn.edu",3,2,1701,0.624,1083,24,24460,24460,0.4797,-83.492183,36.122224
"2177",2177,"Chattanooga","TN","Chattanooga State Community College",1,"www.chattanoogastate.edu",2,1,7575,1,1061.44920634921,23.2588331963846,3853,14917,0.510104098765432,-85.237389,35.100202
"2178",2178,"Memphis","TN","Christian Brothers University",1,"www.cbu.edu",3,2,1292,0.4971,1105,24,29190,29190,0.553,-89.983241,35.127437
"2179",2179,"Columbia","TN","Columbia State Community College",1,"www.columbiastate.edu",2,1,4129,1,1061.44920634921,23.2588331963846,3799,14863,0.510104098765432,-87.101917,35.616757
"2180",2180,"Lebanon","TN","Cumberland University",1,"www.cumberland.edu",3,2,1167,0.4642,1044,23,20200,20200,0.3711,-86.29966,36.204243
"2181",2181,"Nashville","TN","Lipscomb University",1,"www.lipscomb.edu",3,2,2875,0.5558,1175,26,27390,27390,0.6189,-86.799304,36.10469
"2182",2182,"Nashville","TN","Daymar Institute-Nashville",1,"www.daymarinstitute.edu",2,3,89,1,1061.44920634921,23.2588331963846,17000,17000,0.4516,-86.672121,36.14609
"2183",2183,"Dyersburg","TN","Dyersburg State Community College",1,"www.dscc.edu",2,1,2001,1,1061.44920634921,23.2588331963846,3827,14891,0.510104098765432,-89.390661,36.047195
"2184",2184,"Johnson City","TN","East Tennessee State University",1,"www.etsu.edu",3,1,11162,0.9174,1030,22,7667,24011,0.4317,-82.366734,36.304077
"2185",2185,"Nashville","TN","Fisk University",1,"www.fisk.edu",3,2,721,0.8345,946,20,20858,20858,0.4019,-86.805671,36.16912
"2186",2186,"Nashville","TN","Welch College",1,"WWW.Welch.EDU",3,2,277,1,1061.44920634921,23.2588331963846,16890,16890,0.3906,-86.826158,36.134633
"2187",2187,"Henderson","TN","Freed-Hardeman University",1,"www.fhu.edu",3,2,1310,0.9339,1117,25,20468,20468,0.516,-88.639418,35.440073
"2188",2188,"Madisonville","TN","Hiwassee College",1,"www.hiwassee.edu",2,2,257,0.4575,843,18,13470,13470,0.1765,-84.364631,35.557691
"2189",2189,"Jackson","TN","Jackson State Community College",1,"www.jscc.edu",2,1,3243,1,1061.44920634921,23.2588331963846,3804,14868,0.510104098765432,-88.782102,35.645629
"2190",2190,"Nashville","TN","John A Gupton College",1,"www.guptoncollege.edu",2,2,129,1,1061.44920634921,23.2588331963846,10270,10270,0.510104098765432,-86.7948,36.156603
"2191",2191,"Knoxville","TN","Johnson University",1,"www.johnsonu.edu/Home.aspx",3,2,886,0.5637,1034,22,12050,12050,0.6695,-83.750336,35.937152
"2192",2192,"Bristol","TN","King University",1,"www.king.edu",3,2,2344,0.5668,1042,23,25708,25708,0.5435,-82.156532,36.585899
"2193",2193,"Knoxville","TN","South College",1,"www.southcollegetn.edu",3,3,695,1,1061.44920634921,23.2588331963846,19475,19475,0.2703,-83.974783,35.96163
"2194",2194,"Jackson","TN","Lane College",1,"www.lanecollege.edu",3,2,1262,0.4327,762,16,9780,9780,0.3189,-88.806832,35.628197
"2195",2195,"Memphis","TN","Le Moyne-Owen College",1,"www.loc.edu",3,2,989,0.5215,735,15,10680,10680,0.2,-90.034101,35.118641
"2196",2196,"Cleveland","TN","Lee University",1,"www.leeuniversity.edu",3,2,4117,0.8905,1076,24,14280,14280,0.5448,-84.870018,35.166166
"2197",2197,"Harrogate","TN","Lincoln Memorial University",1,"www.lmunet.edu",3,2,1622,0.7437,1055,23,19970,19970,0.4688,-83.658818,36.581284
"2198",2198,"Pulaski","TN","Martin Methodist College",1,"www.martinmethodist.edu",3,2,1087,1,1061.44920634921,23.2588331963846,23100,23100,0.4488,-87.035085,35.200662
"2199",2199,"Maryville","TN","Maryville College",1,"www.maryvillecollege.edu",3,2,1213,0.7083,1049,23,31754,31754,0.5421,-83.963853,35.751969
"2200",2200,"Memphis","TN","Memphis College of Art",1,"www.mca.edu",3,2,365,0.3806,1025,22,28870,28870,0.5248,-89.993707,35.145874
"2201",2201,"Memphis","TN","University of Memphis",1,"www.memphis.edu",3,1,16093,0.474,1029,22,8619,20331,0.44,-89.938062,35.118874
"2202",2202,"Murfreesboro","TN","Middle Tennessee State University",1,"www.mtsu.edu",3,1,19928,0.7206,1032,22,7876,24124,0.462,-86.362094,35.849139
"2203",2203,"Milligan College","TN","Milligan College",1,"www.milligan.edu",3,2,880,0.6241,1097,24,28730,28730,0.5795,-82.29499,36.30036
"2204",2204,"Tullahoma","TN","Motlow College",1,"www.mscc.edu",2,1,3822,1,1061.44920634921,23.2588331963846,3804,11340,0.510104098765432,-86.299406,35.365519
"2205",2205,"Franklin","TN","O'More College of Design",1,"www.omorecollege.edu",3,2,169,0.5234,1050,23,26688,26688,0.8113,-86.868053,35.920971
"2206",2206,"Memphis","TN","Rhodes College",1,"www.rhodes.edu",3,2,2007,0.5999,1296,29,41572,41572,0.8021,-89.989187,35.154424
"2207",2207,"Harriman","TN","Roane State Community College",1,"www.roanestate.edu",2,1,4626,0.9873,910,19,3831,14895,0.510104098765432,-84.620766,35.881291
"2208",2208,"Memphis","TN","Southwest Tennessee Community College",1,"www.southwest.tn.edu",2,1,9601,1,1061.44920634921,23.2588331963846,3843,14907,0.510104098765432,-90.036543,35.137577
"2209",2209,"Sewanee","TN","Sewanee-The University of the South",1,"www.sewanee.edu",3,2,1616,0.647,1061.44920634921,23.2588331963846,37100,37100,0.7922,-85.917772,35.20443
"2210",2210,"Knoxville","TN","Pellissippi State Community College",1,"www.pstcc.edu/",2,1,8131,1,1061.44920634921,23.2588331963846,3868,14932,0.510104098765432,-84.166504,35.948303
"2211",2211,"Collegedale","TN","Southern Adventist University",1,"www.southern.edu",3,2,2603,1,1061.44920634921,23.2588331963846,20240,20240,0.5209,-85.050878,35.049136
"2212",2212,"Athens","TN","Tennessee Wesleyan College",1,"www.twcnet.edu",3,2,981,0.6667,1002,22,22300,22300,0.4343,-84.592647,35.444939
"2213",2213,"Chattanooga","TN","The University of Tennessee-Chattanooga",1,"www.utc.edu",3,1,10213,0.7728,1088,24,8138,24256,0.3983,-85.299812,35.048247
"2214",2214,"Knoxville","TN","The University of Tennessee-Knoxville",1,"www.utk.edu",3,1,21396,0.7483,1198,27,11876,30326,0.6931,-83.929696,35.955093
"2215",2215,"Martin","TN","The University of Tennessee-Martin",1,"www.utm.edu",3,1,6387,0.7334,1050,23,8024,21968,0.4704,-88.864211,36.340338
"2216",2216,"Knoxville","TN","Fountainhead College of Technology",1,"www.fountainheadcollege.edu",2,3,123,1,1061.44920634921,23.2588331963846,14750,14750,0.9444,-84.128271,35.91684
"2217",2217,"Nashville","TN","Tennessee State University",1,"www.tnstate.edu",3,1,6968,1,1061.44920634921,23.2588331963846,6930,19650,0.4231,-86.82937,36.16899
"2218",2218,"Cookeville","TN","Tennessee Technological University",1,"www.tntech.edu",3,1,10039,0.9441,1105,24,7679,22679,0.4937,-85.503957,36.174659
"2219",2219,"Winston Salem","NC","Tennessee Temple University",1,"www.tntemple.edu",3,2,496,0.5817,962,21,12460,12460,0.1825,-85.27742,35.032456
"2220",2220,"Nashville","TN","Trevecca Nazarene University",1,"www.trevecca.edu",3,2,1609,0.7308,1066,23,23126,23126,0.5138,-86.753566,36.142115
"2221",2221,"Blountville","TN","Northeast State Community College",1,"www.northeaststate.edu/",2,1,4988,1,1061.44920634921,23.2588331963846,3816,15168,0.510104098765432,-82.408626,36.48558
"2222",2222,"Greeneville","TN","Tusculum College",1,"www.tusculum.edu",3,2,1746,0.7194,990,22,22670,22670,0.3619,-82.761716,36.172558
"2223",2223,"Jackson","TN","Union University",1,"www.uu.edu",3,2,2441,0.6858,1170,26,28150,28150,0.6619,-88.858524,35.676896
"2224",2224,"Nashville","TN","Vanderbilt University",1,"www.vanderbilt.edu",3,2,6818,0.1309,1481,33,43838,43838,0.9286,-86.804875,36.14443
"2225",2225,"Gallatin","TN","Volunteer State Community College",1,"www.volstate.edu",2,1,6049,1,1061.44920634921,23.2588331963846,3801,14865,0.510104098765432,-86.497317,36.363603
"2226",2226,"Abilene","TX","Abilene Christian University",1,"www.acu.edu",3,2,3572,0.5047,1091,24,29450,29450,0.62,-99.70954,32.46915
"2227",2227,"Alvin","TX","Alvin Community College",1,"www.alvincollege.edu",2,1,4682,1,1061.44920634921,23.2588331963846,1510,3670,0.510104098765432,-95.241078,29.396581
"2228",2228,"Amarillo","TX","Amarillo College",1,"www.actx.edu",2,1,9346,1,1061.44920634921,23.2588331963846,1914,4362,0.510104098765432,-101.847104,35.18841
"2229",2229,"San Angelo","TX","Angelo State University",1,"www.angelo.edu",3,1,5290,0.8244,976,21,6856,15544,0.2975,-100.466495,31.44145
"2230",2230,"Arlington","TX","Arlington Baptist College",1,"arlingtonbaptistcollege.edu",3,2,214,1,1061.44920634921,23.2588331963846,9000,9000,0.3,-97.155661,32.739543
